archived_urlkey,archived_timestamp,parsed_archived_timestamp,archived_tweet_url,parsed_archived_tweet_url,original_tweet_url,parsed_tweet_url,available_tweet_text,available_tweet_is_RT,available_tweet_info,archived_mimetype,archived_statuscode,archived_digest,archived_length
"com,twitter)/gcrclassic/status/1523819177412378625?s=09%0a&t=ebk0by0hassxrq0muhag5a",20220827140706,,"https://web.archive.org/web/20220827140706/https://twitter.com/GCRClassic/status/1523819177412378625?t=eBk0BY0haSSxrQ0mUhaG5A&s=09
",https://web.archive.org/web/20220827140706/https://twitter.com/gcrclassic/status/1523819177412378625,https://twitter.com/GCRClassic/status/1523819177412378625?t=eBk0BY0haSSxrQ0mUhaG5A&s=09%0A,https://twitter.com/gcrclassic/status/1523819177412378625,,,,text/html,200,B5LQISGK4BHMCOJ65PJMOQKDFWZFZ3WI,17238
"com,twitter)/gcrclassic/status/1523819177412378625?s=21%0a%0alegend",20221019084315,,"https://web.archive.org/web/20221019084315/https://twitter.com/gcrclassic/status/1523819177412378625?s=21

Legend",https://web.archive.org/web/20221019084315/https://twitter.com/gcrclassic/status/1523819177412378625,https://twitter.com/gcrclassic/status/1523819177412378625?s=21%0A%0ALegend,https://twitter.com/gcrclassic/status/1523819177412378625,,,,text/html,200,2A3E4JKRHATTAI7GJAOCZTF53HQRUK5J,18332
"com,twitter)/gcrclassic/status/1523819177412378625?t=1za83wb9vcyhlzw9-ptjza",20220831014656,,https://web.archive.org/web/20220831014656/https://twitter.com/GCRClassic/status/1523819177412378625?t=1Za83Wb9VCYhlZw9-PTjzA,https://web.archive.org/web/20220831014656/https://twitter.com/gcrclassic/status/1523819177412378625,https://twitter.com/GCRClassic/status/1523819177412378625?t=1Za83Wb9VCYhlZw9-PTjzA,https://twitter.com/gcrclassic/status/1523819177412378625,,,,text/html,200,OEU6MIV5RWTQYOGVD6V5X35CCVA6O25S,17378
"com,twitter)/gcrclassic/status/1523819177412378625?s=21&t=m5eewdsrpuwlhbve9xhl8a",20220510004326,,https://web.archive.org/web/20220510004326/https://twitter.com/gcrclassic/status/1523819177412378625?s=21&t=M5eEWDSrpUWlHBvE9XHl8A,https://web.archive.org/web/20220510004326/https://twitter.com/gcrclassic/status/1523819177412378625,https://twitter.com/gcrclassic/status/1523819177412378625?s=21&t=M5eEWDSrpUWlHBvE9XHl8A,https://twitter.com/gcrclassic/status/1523819177412378625,,,,text/html,200,45RHH3XO7IX2DFBP72K7CC6H4Q45Q5EZ,14615
"com,twitter)/gcrclassic/status/1523819177412378625?t=ecomaizupg6qt1s-tvibfq",20221222004729,,https://web.archive.org/web/20221222004729/https://twitter.com/GCRClassic/status/1523819177412378625?t=EcOMaIZuPg6QT1S-tvIbFQ,https://web.archive.org/web/20221222004729/https://twitter.com/gcrclassic/status/1523819177412378625,https://twitter.com/GCRClassic/status/1523819177412378625?t=EcOMaIZuPg6QT1S-tvIbFQ,https://twitter.com/gcrclassic/status/1523819177412378625,,,,text/html,200,PRKXCWUKHQB36C5MO4PYCZKDSHHLQQS2,20091
"com,twitter)/gcrclassic/status/1523819177412378625?t=m5eewdsrpuwlhbve9xhl8a",20220510004920,,https://web.archive.org/web/20220510004920/https://twitter.com/gcrclassic/status/1523819177412378625?t=M5eEWDSrpUWlHBvE9XHl8A,https://web.archive.org/web/20220510004920/https://twitter.com/gcrclassic/status/1523819177412378625,https://twitter.com/gcrclassic/status/1523819177412378625?t=M5eEWDSrpUWlHBvE9XHl8A,https://twitter.com/gcrclassic/status/1523819177412378625,,,,text/html,200,DKBJAWPWBBJYOGNBM5HURKBSEUCS7QF2,14619
"com,twitter)/gcrclassic/status/1523828336337825794",20220510005308,,https://web.archive.org/web/20220510005308/https://twitter.com/GCRClassic/status/1523828336337825794,https://web.archive.org/web/20220510005308/https://twitter.com/gcrclassic/status/1523828336337825794,https://twitter.com/GCRClassic/status/1523828336337825794,https://twitter.com/gcrclassic/status/1523828336337825794,,,,text/html,200,O4CQ2MGVYOEBTKPNKYDKYIXN3BEXAMZR,3097
"com,twitter)/gcrclassic/status/1524300141737484288",20220511080754,,https://web.archive.org/web/20220511080754/https://twitter.com/GCRClassic/status/1524300141737484288,https://web.archive.org/web/20220511080754/https://twitter.com/gcrclassic/status/1524300141737484288,https://twitter.com/GCRClassic/status/1524300141737484288,https://twitter.com/gcrclassic/status/1524300141737484288,,,,text/html,200,SCW42XZVZ4OYY3FBYH3IVVCLGQNLCHM2,4393
"com,twitter)/gcrclassic/status/1524301317761638401",20220511081251,,https://web.archive.org/web/20220511081251/https://twitter.com/GCRClassic/status/1524301317761638401,https://web.archive.org/web/20220511081251/https://twitter.com/gcrclassic/status/1524301317761638401,https://twitter.com/GCRClassic/status/1524301317761638401,https://twitter.com/gcrclassic/status/1524301317761638401,,,,text/html,200,JBYRA4B4KOVY4JQSN2DBMRNR7EN2YIAN,4335
"com,twitter)/gcrclassic/status/1524302246544093184",20220511081652,,https://web.archive.org/web/20220511081652/https://twitter.com/GCRClassic/status/1524302246544093184,https://web.archive.org/web/20220511081652/https://twitter.com/gcrclassic/status/1524302246544093184,https://twitter.com/GCRClassic/status/1524302246544093184,https://twitter.com/gcrclassic/status/1524302246544093184,,,,text/html,200,TDGXSYV2H5ZXPD3CU5GEF2DRWSPKEXTK,5075
"com,twitter)/gcrclassic/status/1524524727871680512",20220511230058,,https://web.archive.org/web/20220511230058/https://twitter.com/GCRClassic/status/1524524727871680512,https://web.archive.org/web/20220511230058/https://twitter.com/gcrclassic/status/1524524727871680512,https://twitter.com/GCRClassic/status/1524524727871680512,https://twitter.com/gcrclassic/status/1524524727871680512,,,,text/html,200,QA2WXPPB3C4NMMVZLZNCYN4H4JVFKZSX,4098
